Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration_Hr,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
Fully Accredited Mindfulness for Teenagers & Schools Diploma,4,5,0.5,98,Personal Development,Parenting & Relationships,Mindfulness,Dr Karen E Wells,English,FALSE,0,2,0,1.5,0,No,104.98,20
Mortgage-Backed Securities- FRM/CFA 2021 (Complete Guide),5,5,0.5,1,Teaching & Academics,Test Prep,Mortgage,Partha Deshpande,English,FALSE,0,0,0,1,0,No,29.98,18
Earn Passive Income: Online Course Creation for Equestrians,5,5,0.5,3,Teaching & Academics,Teacher Training,Online Course Creation,Krystal Kelly,English,FALSE,0,0,0,2,0,No,108.98,18
The Big 5 Guitar Techniques -Ultimate Muscle Memory Builder,4.5,5,0.5,18,Music,Instruments,Unknown,Rami Halperin,English,FALSE,0,0,0,0.55,7,No,40.98,18
Photoshop Retouching Masterclass (English),0,0,0,0,Photography & Video,Photography,Photoshop Retouching,Viola Mooshammer,English,FALSE,0,1,0,1,3,No,138.98,138.98
Coding for Kids : Start from Scratch,4.7,5,0.5,28,Design,Game Design,Unknown,Know Store,English,FALSE,0,0,0,2.5,0,No,29.98,18
The 5 Keys to Master your Homemaking,4.6,5,0.5,13,Lifestyle,Home Improvement,Personal Development,Ellie Botha,English,FALSE,0,44,0,1,47,No,44.98,18
Install a Snap-on Boat Carpet,5,5,0.5,8,Lifestyle,Home Improvement,Unknown,Mike Vadala,English,FALSE,0,1,0,0.583333333,0,No,29.98,18
The Complete Chess Endgame course for Beginners,4.3,5,0.5,17,Lifestyle,Gaming,Chess,Ram Mohan,English,FALSE,0,1,0,3.5,0,No,34.98,18
"CIS(Center for internet Security) Controls for IT,OT & IOT.",0,0,0,0,Finance & Accounting,Compliance,Unknown,Abha Sood,English,FALSE,0,0,0,3,0,No,49.98,18
Updos and Hairstyles for Curly Hair!,5,5,0.5,1,Lifestyle,Beauty & Makeup,Hair Styling,Gretchen Maurer,English,FALSE,0,0,0,1,0,No,29.98,18
The Invisible World - How do you see your world?,5,5,0.5,2,Personal Development,Personal Transformation,Unknown,Linda Woodgate,English,FALSE,0,0,0,1.5,6,No,29.98,18
What is AWS CDK and how you create your own Construct,5,5,0.5,1,IT & Software,Other IT & Software,AWS Cloud Development Kit (CDK),Martin Müller,English,FALSE,0,0,0,1,1,No,59.98,18
Learn Vedic Astrology Part 1,4.5,5,0.5,1521,Lifestyle,Esoteric Practices,Astrology,Janet M,English,FALSE,0,0,0,9.5,13,Yes,158.98,23
TheVacantHomeGuy - Training Course,4.9,5,0.5,4,Business,Real Estate,Real Estate Flipping,Emil Belvin,English,FALSE,0,0,0,1.5,0,No,78.98,18
Facebook Penny Likes,5,5,0.5,1,Marketing,Social Media Marketing,Facebook Marketing,Sami Ezzine,English,FALSE,0,0,0,1,2,No,128.98,18
2021: Make Passive income online in 8 Secret & simple steps,4.2,5,0.5,13,Marketing,Affiliate Marketing,CPA Marketing,Terry Gachanja,English,FALSE,0,2,0,2.5,0,No,44.98,18
Beginner Piano,4.8,5,0.5,1241,Music,Instruments,Piano,Benedict Westenra,English,FALSE,0,3,0,4,7,No,40.98,18
Menopause: From one healthy state to another,0,0,0,0,Health & Fitness,General Health,Menopause,Anne Hope,English,FALSE,0,0,0,4.5,0,No,64.98,18
CompTIA 220-902 A + Certification Practice Exam,0,0,0,0,IT & Software,IT Certifications,CompTIA A+,Innova Tech,English,FALSE,4,0,0,0,0,No,128.98,18
Fundamentals of Photo Editing in Darktable | Free Software,4.7,5,0.5,129,Photography & Video,Photography Tools,Image Editing,Michael Davies,English,FALSE,0,1,0,3,1,No,55.98,18
Dental Photography,4.1,5,0.5,13,Photography & Video,Digital Photography,Photography,Mohamad Sadekli,English,FALSE,0,0,0,3.5,0,No,128.98,18
React Native: Learn By Doing [2021],4.6,5,0.5,12,Development,Mobile Development,React Native,Fadi Nouh,English,FALSE,0,10,0,7.5,7,No,104.98,18
The Covenant of Good Faith and Fair Dealing,0,0,0,0,Business,Business Law,Insurance Claims,Illumeo Learning,English,FALSE,0,2,0,1.5,2,No,44.98,18
Launching your small business,5,5,0.5,1,Business,Business Strategy,Unknown,Simon Bell,English,FALSE,0,0,0,5.5,0,No,108.98,18
The Circular Economy,4.3,5,0.5,2163,Business,Entrepreneurship,Economics,Prof. Dr. Gordana Kierans,English,FALSE,0,0,0,3,4,No,128.98,18
Handstand Guide for Intermediate,0,0,0,0,Health & Fitness,Sports,Posture,Kerstin Oschabnig,English,FALSE,0,0,0,1,1,No,59.98,18
Google Keep Mastery,0,0,0,0,Office Productivity,Google,Google Keep,CA Pankaj Jain,English,FALSE,0,0,0,0.5,0,No,29.98,18
GIMP 2.10 Masterclass: From Beginner to Pro Photo Editing,4.6,5,0.5,2308,Photography & Video,Digital Photography,GIMP,Michael Davies,English,FALSE,0,9,0,35.5,68,Yes,88.98,23
Educational Game Design,2.3,5,0.5,184,Teaching & Academics,Other Teaching & Academics,Education,Bahcesehir University,English,FALSE,0,0,0,2,0,No,29.98,18
Adobe Premiere Pro CC: Video Editing in Adobe Premiere Pro,4.7,5,0.5,5978,Design,Design Tools,Adobe Premiere,Louay Zambarakji,English,TRUE,0,13,0,10,15,Yes,198.98,29
Software Testing Fundamentals,0,0,0,0,Development,Software Testing,Unknown,Santhanalakshmi Vinoba,English,FALSE,0,0,0,0.5,0,No,29.98,18
Aristotle and contemporary east(Political Science)UPSC | IAS,5,5,0.5,1,Teaching & Academics,Humanities,Political Science,Bhagat singh,English,FALSE,0,0,0,1,0,No,29.98,18
Quadratic Functions - O level Additional Mathematics,5,5,0.5,2,Teaching & Academics,Math,Unknown,Emily Wong,English,FALSE,0,9,0,3.5,7,No,98.98,18
How to VLOG in 2021: Complete Beginner's Course,4.6,5,0.5,452,Photography & Video,Video Design,Vlogging,Brad Newton,English,FALSE,0,5,0,4.5,0,Yes,29.98,20
Maya & Unity 3D - Modeling Lowpoly Tree for Mobile Games,5,5,0.5,1,Design,Graphic Design & Illustration,3D Modeling,Ivan Yosifov,English,FALSE,0,0,0,1.5,0,No,29.98,18
Digital Marketing Automation: Save Time and Get More Done,4.5,5,0.5,1517,Business,Entrepreneurship,Social Media Marketing,Phil Ebiner,English,FALSE,0,2,0,3,0,No,108.98,18
Advanced AI: Deep Reinforcement Learning in Python,4.6,5,0.5,3943,Development,Data Science,Python,Lazy Programmer Team,English,TRUE,0,0,0,10.5,0,No,40.98,40.98
Work From Home as a Virtual Assistant,4.5,5,0.5,1124,Business,Entrepreneurship,Virtual Assistant,Tina Marie Hilton,English,FALSE,0,0,0,3,5,No,59.98,18
Conscious Manifestation: How to Manifest with Intention,5,5,0.5,2,Lifestyle,Esoteric Practices,Law of Attraction,Antasha Durbin Solomon,English,FALSE,0,0,0,1.5,4,No,59.98,18
Comprehensive Guide to Contract Law and Consumer Protection,0,0,0,0,Personal Development,Personal Productivity,Contract Law,Alpha Academy,English,FALSE,0,0,0,3.5,0,No,29.98,18
C_TS4CO_2020 || SAP S/4HANA for Management Accounting Associ,3.4,5,0.5,2,Office Productivity,SAP,SAP Certified Application Associate - SAP S/4HANA,Rohit Redhu,English,FALSE,4,0,0,0,0,No,40.98,18
Learn VHDL from the beginning for FPGA and CPLD development,4.3,5,0.5,41,IT & Software,Hardware,VHDL,Ofer Keren,English,FALSE,0,0,0,10.5,7,No,128.98,18
Start Using Wireshark to Hack like a Pro,4.4,5,0.5,2734,IT & Software,Network & Security,Wireshark,Kevin Cardwell,English,FALSE,0,0,0,3.5,9,No,49.98,18
The Elephant in the Room,5,5,0.5,1,Teaching & Academics,Social Science,Cultural Awareness,Oliver Phillips,English,FALSE,0,0,0,1.5,0,No,34.98,18
Commercial Real Estate Investing 101,4.7,5,0.5,1006,Business,Real Estate,Real Estate Investing,Justin Kivel,English,FALSE,0,3,0,4,2,No,138.98,18
Marketing Principles - Kotler & Armstrong Text,3.9,5,0.5,135,Marketing,Marketing Fundamentals,Marketing Strategy,Daniel McCarty,English,FALSE,0,0,0,8,0,No,108.98,18
UX Design for Beginners - The Real Essentials of UX Design,4,5,0.5,571,Design,User Experience Design,Unknown,Muhammad Ahsan Pervaiz,English,FALSE,0,3,0,5.5,0,No,108.98,18
How to Become a Freelance Copywriter. Work from Home.,4.7,5,0.5,143,Marketing,Marketing Fundamentals,Copywriting,Alan Sharpe,English,FALSE,0,0,0,2,0,No,59.98,18
Certified India Heritage English and Spiritual Dance Class 2,0,0,0,0,Lifestyle,Other Lifestyle,Indian Dance,Sarita Wariyer,English,FALSE,0,1,0,0.566666667,13,No,34.98,18
Negotiate Anything - Master Negotiation Skills From Scratch,4.4,5,0.5,32,Personal Development,Influence,Negotiation,Manish Mehta,English,FALSE,0,0,0,1.5,0,No,29.98,18
GitHub-flow Git Branching Strategy plus Jenkins for CICD,4.8,5,0.5,8,Development,Software Development Tools,DevOps,Dare Soremi,English,FALSE,0,0,0,1,1,No,29.98,18
"Declutter, Simplify, Let Go - Take the Challenge Now",4.6,5,0.5,8,Lifestyle,Home Improvement,Unknown,Barry Dennis,English,FALSE,0,0,0,2.5,10,No,88.98,18
Journey through the 7 Chakras- Chakra Yoga for Wellbeing,4.4,5,0.5,2,Health & Fitness,Yoga,Unknown,Nadezhda Bocheva,English,FALSE,0,0,0,8.5,22,No,68.98,18
Total Body Workouts (with or without a weight vest),5,5,0.5,1,Health & Fitness,Fitness,Weight Lifting,Dan Bronson,English,FALSE,0,0,0,6.5,25,No,59.98,18
Inspirational Screenwriting.  The #1 Screenwriting Course!,4.6,5,0.5,2234,Personal Development,Creativity,Screenwriting,PAUL CASTRO,English,FALSE,0,0,0,3,0,No,108.98,18
Exploring Focus Groups in Anthropology Research,5,5,0.5,1,Teaching & Academics,Social Science,Anthropology,Keirsten Snover,English,FALSE,0,0,0,5.5,19,No,88.98,18
The 72 Names of God – Kabbalah spiritual healing - Level-1,4.8,5,0.5,146,Personal Development,Religion & Spirituality,Kabbalah,Orna Ben-Shoshan,English,FALSE,0,1,0,3,26,Yes,40.98,18
"Byte-Sized-Chunks: Stacks, Queues, Binary Trees, Heaps",5,5,0.5,22,Development,Software Engineering,Data Structures,Loony Corn,English,FALSE,0,0,0,5.5,37,No,108.98,18
Underwater Modeling & Photography Concept Design,3.9,5,0.5,6,Photography & Video,Portrait Photography,Underwater Photography,Christine Ren,English,FALSE,0,0,0,2,0,No,108.98,23
Photo Colorization -  Colorize Old Photos Using a Free Tool,4.3,5,0.5,29,Photography & Video,Photography Tools,Photography,Alfred Paul Cabillon,English,FALSE,0,3,0,1.5,6,No,108.98,18
The Ultimate Digital Platform Blueprint Module7 and 8,4.5,5,0.5,1,Development,No-Code Development,WebService,Jeanine Osborne,English,FALSE,0,0,0,1,18,No,40.98,18
How to Conduct a Content Audit for SEO,5,5,0.5,2,Marketing,Search Engine Optimization,SEO,Kathy Alice Brown,English,FALSE,0,4,0,2,1,No,29.98,18
Quick dive into Project management,0,0,0,0,Business,Project Management,Unknown,Nic Thomas,English,FALSE,0,13,0,0.5,0,No,29.98,18
Time Value of Money,0,0,0,0,Finance & Accounting,Finance,Personal Finance,Dr.C.G.Sastry Chinatalapati,English,FALSE,0,0,0,2,0,No,29.98,18
International Advanced Subsidiary Level Core Mathematics C12,0,0,0,0,Teaching & Academics,Math,Unknown,Titus Anagho,English,FALSE,0,0,0,5,0,No,29.98,29.98
Series 7 Exam Preparation: Equity Securities,4.4,5,0.5,135,Finance & Accounting,Finance Cert & Exam Prep,Series 7 - General Securities Representative,JD Downs,English,FALSE,0,0,0,1.5,0,No,59.98,18
Understanding Macroeconomics for University and Business,4.7,5,0.5,865,Teaching & Academics,Social Science,Macroeconomics,Saifedean Ammous,English,FALSE,0,0,0,2.5,26,No,40.98,40.98
FROM THE BEGINNING OF TIME is Lesson 1 in CBSE Class 11,0,0,0,0,Teaching & Academics,Social Science,World History,Seshu Cheera,English,FALSE,0,0,0,2.5,0,No,29.98,18
How to Become an Art Department Dynamo,3.8,5,0.5,4,Photography & Video,Other Photography & Video,Art Direction,Ivan Malekin & Sarah Jayne Portelli | NPG,English,FALSE,0,0,0,1.5,7,No,29.98,18
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,5,5,0.5,1,Music,Instruments,Piano,Jeremy Banning,English,FALSE,0,0,0,0.55,0,No,44.98,18
Meditation Made Easy - The Step by Step Guide,4.8,5,0.5,113,Health & Fitness,Meditation,Unknown,Karl Jeffery,English,FALSE,0,13,0,4.5,55,No,128.98,18
How to Travel Europe Cheap,0,0,0,0,Lifestyle,Travel,Travel Tips,HowExpert,English,FALSE,0,0,0,2,0,No,40.98,40.98
ACCA - Applied Skills - F8 - Audit And Assurance (AA),0,0,0,0,Finance & Accounting,Accounting & Bookkeeping,ACCA,Navkar Digital Institute,English,FALSE,0,0,0,185,0,No,128.98,18
Gmail 2020 - Become an Email Expert With This A-Z Guide,0,0,0,0,Office Productivity,Google,Gmail Productivity,Kevin O'Brien,English,FALSE,0,0,0,1.5,0,No,29.98,18
"Basic life support,,practical steps",4.6,5,0.5,3,Health & Fitness,Safety & First Aid,First Aid,Khalid Khalil al azar,English,FALSE,0,0,0,0.566666667,0,No,64.98,18
Presentation Skills: Master Confident Presentations,4.5,5,0.5,6335,Leadership & Management,Communication,Presentation Skills,Chris Croft,English,FALSE,0,0,0,2,7,No,128.98,18
Build a Better Self-Esteem,4.5,5,0.5,22,Personal Development,Self Esteem & Confidence,Self-Esteem,David Barton,English,FALSE,0,0,0,1.5,1,No,108.98,18
audio engineering: Basics of Compression,4.6,5,0.5,42,Music,Other Music,Audio Compression,"Christopher ""Czar"" Smith",English,FALSE,0,0,0,1.5,0,No,59.98,18
Watercolor Mountains For Beginners,5,5,0.5,1,Lifestyle,Arts & Crafts,Watercolor Painting,Watercolour Mentor,English,FALSE,0,0,0,2.5,0,No,128.98,18
LinkedIn Ads Course 2021 : Advanced Strategies for Success,4,5,0.5,32,Marketing,Advertising,Digital Marketing,Sheshank Anand,English,FALSE,0,0,0,3.5,0,No,29.98,18
The Ultimate 2D Game Character Design & Animation Course,4.5,5,0.5,1702,Design,3D & Animation,Character Design,Jaysen Batchelor,English,TRUE,0,9,0,5.5,3,Yes,138.98,18
YesHello Customer Service Representative Training Course,5,5,0.5,1,IT & Software,Operating Systems & Servers,Customer Service,Carliff Rizal Carleel,English,FALSE,0,0,0,1.5,0,No,98.98,98.98
Learn 3D Animation - The Ultimate NEW BLENDER 2.8 Course A-Z,4.7,5,0.5,1605,Design,3D & Animation,3D Animation,Alex Cordebard,English,TRUE,0,0,0,19,0,No,128.98,18
Legitimate Affiliate Marketing,4.6,5,0.5,210,Marketing,Affiliate Marketing,Unknown,Kudus Adu,English,FALSE,0,0,0,1.5,0,No,29.98,18
PHP with Laravel for beginners - Become a Master in Laravel,4.5,5,0.5,10236,Development,Web Development,Laravel,Edwin Diaz,English,TRUE,0,19,0,43,32,Yes,128.98,18
Lego Stop Motion Animation Course for Beginners-Brickfilming,4.5,5,0.5,9,Photography & Video,Other Photography & Video,Stop Motion Animation,Teodor Oprean,English,FALSE,0,0,0,1,1,No,40.98,18
Complete Confidence Building Course - Exude Confidence Now,4.5,5,0.5,237,Personal Development,Self Esteem & Confidence,Confidence,TJ Walker,English,FALSE,0,0,0,15,14,No,128.98,18
Structural equation modeling (SEM) with lavaan,4.5,5,0.5,266,Teaching & Academics,Math,Structural Equation Modeling,"Geoffrey Hubona, Ph.D.",English,FALSE,0,0,0,11.5,14,Yes,104.98,20
Sports Communications and Public Relations,4.8,5,0.5,249,Marketing,Public Relations,Unknown,SPORiT.MatchPoint Lab,English,FALSE,0,0,0,0,0,No,0,0
Business Analysis Fundamentals,4.5,5,0.5,29998,Business,Business Analytics & Intelligence,Business Analysis,The BA Guide | Jeremy Aschenbrenner,English,TRUE,0,13,0,8.5,15,No,128.98,18
Starting Your Airbnb Hosting Business (From Newbie to Pro),5,5,0.5,6,Business,Real Estate,Airbnb Hosting,RJ Austria,English,FALSE,0,0,0,1,2,No,29.98,18
Sales Training: How To Close More Sales,4.3,5,0.5,1016,Business,Sales,Sales Skills,Applied Excellence,English,FALSE,0,12,0,1,15,No,128.98,18
Enterprise Architecture by Example,4.8,5,0.5,4,Business,Operations,Enterprise Architecture,Chris B Behrens,English,FALSE,0,0,0,5,0,No,40.98,18
Watercolor Painting Magpie birds; best techniques to success,0,0,0,0,Lifestyle,Arts & Crafts,Watercolor Painting,Carrie McKenzie,English,FALSE,0,0,0,1,2,No,29.98,18
Essential Poker Math for No Limit Holdem,4.5,5,0.5,417,Lifestyle,Gaming,Poker,"Alton Hardin | 100,000+ Enrollments Worldwide",English,FALSE,0,4,0,10,25,No,49.98,20
Positive Discipline Craft,5,5,0.5,1,Personal Development,Parenting & Relationships,Parenting,Maii TE,English,FALSE,0,0,0,3.5,1,No,40.98,18
Guide to Quarterly Estimated Tax for US Corporation,0,0,0,0,Finance & Accounting,Taxes,Tax Preparation,Yoshi Umehara,English,FALSE,0,0,0,4,7,No,40.98,18
Apple Watch: The ultimate user and decision guide,3,5,0.5,15,Office Productivity,Apple,Apple Products Basics,Markus Mueller,English,FALSE,0,0,0,0.716666667,0,No,55.98,18
How to Write Like Malcolm Gladwell Vol. 3,5,5,0.5,1,Personal Development,Influence,Writing,Martin Kenny,English,FALSE,0,0,0,2,0,No,128.98,18
Supply Chain:  Planning of Resources & Detailed Scheduling,4.3,5,0.5,1813,Business,Operations,Supply Chain,John Mandic,English,FALSE,0,0,0,2.5,5,No,78.98,18
Artistic UI from Scratch with Flutter,0,0,0,0,Development,Mobile Development,Google Flutter,Google DSC CPU,English,FALSE,0,0,0,0.533333333,0,No,29.98,18
GIMP 2.8/2.10 Beginner-Advanced: Free on Windows/MacOS/Linux,4.3,5,0.5,677,Photography & Video,Photography,GIMP,Brian Jackson,English,FALSE,0,18,0,12,7,No,29.98,20
The Complete Java Certification Course,4.5,5,0.5,13376,Development,Programming Languages,Java,Imtiaz Ahmad,English,TRUE,0,2,0,17.5,6,No,128.98,18
Data Visualization & Dashboard Design,4.8,5,0.5,2,Business,Business Analytics & Intelligence,Data Visualization,Mark Chen,English,FALSE,0,0,0,1,0,No,49.98,18
Master Discrete Math 2020: More Than 5 Complete Courses In 1,4.4,5,0.5,271,Teaching & Academics,Math,Discrete Math,Kody Amour,English,FALSE,0,0,0,16,126,No,29.98,18
Irish Dance for Beginners: The Single Jig,5,5,0.5,2,Health & Fitness,Dance,Unknown,Martin Percival,English,FALSE,0,0,0,0.7,1,No,49.98,18
Competitive analysis: Tools to beat your competitors,4.3,5,0.5,30,Marketing,Growth Hacking,Digital Marketing,Zaid Ammari,English,FALSE,0,0,0,2.5,0,No,198.98,198.98
The Ultimate Copywriting Masterclass: Pro Secrets To Success,4.5,5,0.5,329,Marketing,Marketing Fundamentals,Copywriting,Sophie A (SuperSoph),English,FALSE,0,1,0,3,34,No,138.98,18
Drones: how to tell aerial stories,4.6,5,0.5,533,Photography & Video,Video Design,Drone,Alex Assenmacher,English,FALSE,0,1,0,4,0,No,128.98,18
ZEN and the art of making a living as a 3D artist,4.7,5,0.5,18,Marketing,Other Marketing,Marketing Psychology,Robert Wesseling,English,FALSE,0,1,0,7,13,No,44.98,18
Success & Forgiveness (2E of 3) SKILLS 4 NewNormal,5,5,0.5,2,Business,Management,Soft Skills,Creating Ease Academy,English,FALSE,0,6,0,2,5,No,98.98,18
New Manager: The Basics and More of Being a Great Leader,4.5,5,0.5,4664,Business,Management,Manager Training,Markus Amanto,English,FALSE,0,18,0,6,54,Yes,128.98,18
Hip Hop / Rap Video Hijacking: Appear on WorldStar Videos,5,5,0.5,2,Music,Other Music,YouTube Marketing,"Scott Blair, MBA",English,FALSE,0,0,0,0.566666667,0,No,59.98,18
Double your Gmail productivity in just over one hour,4.1,5,0.5,361,Office Productivity,Google,Gmail Productivity,Miguel Hernandez,English,FALSE,0,0,0,1.5,0,No,55.98,18
CMA exam practice tests (part 2) - 500 MCQs,0,0,0,0,Finance & Accounting,Finance Cert & Exam Prep,Certified Management Accountant (CMA),US CPA ZONE,English,FALSE,4,0,0,0,0,No,29.98,18
Altium Designer Tips and Tricks,5,5,0.5,1,IT & Software,Hardware,Altium Designer,Amil Brkic,English,FALSE,0,0,0,1,0,No,29.98,18
Buddha's Meditation Secrets - 3 Powerful Buddhist Meditation,4.4,5,0.5,2,Health & Fitness,Meditation,Unknown,Ghanshyam Gaur,English,FALSE,0,0,0,1.5,0,No,40.98,18
Basic Compass Navigation,4.6,5,0.5,147,Lifestyle,Travel,Land Navigation,Dave Canterbury,English,FALSE,0,0,0,0.566666667,7,No,29.98,20
Oracle Database Administration II Exam Number: 1Z0-083,5,5,0.5,1,IT & Software,IT Certifications,Oracle Certification,IT Exams,English,FALSE,2,0,0,0,0,No,40.98,18
"Marketing Psychology 101 | Improve Sales, Ads & Influence",5,5,0.5,2,Marketing,Marketing Fundamentals,Marketing Psychology,M.Eng. Johannes Wild,English,FALSE,0,0,0,1,5,No,29.98,18
"Balloon Twisting Artistry Tutorials Extended Edition, Vol. 6",0,0,0,0,Personal Development,Creativity,Balloon Art,Arx Dacanay,English,FALSE,0,0,0,2,0,No,59.98,18
Chair Yoga for Seniors & Beginners,4.7,5,0.5,735,Health & Fitness,Yoga,Chair Yoga,Kassandra Reinhardt,English,FALSE,0,0,0,1.5,0,Yes,98.98,22
Learn how to use iOS7 for your iPhone in 1 hour,4.7,5,0.5,5,Office Productivity,Apple,iOS Development,John Bura,English,FALSE,0,0,0,1.5,0,No,29.98,18
Business Model Innovation For Brand Growth | Module 3,4.6,5,0.5,11,Business,Business Strategy,Innovation,Expert Academy,English,FALSE,0,0,0,1,3,No,68.98,18
"Oracle E-Business Suite Practice Tests - GL,AR,AP",3.4,5,0.5,6,Office Productivity,Oracle,Oracle Certification,"Guha Rajan M., B.Engg, MBA, PMP",English,FALSE,6,0,0,0,0,No,29.98,18
